image_id,hash,fold,label,azimuth,prob_A_azimuth
train_00001.png,fddcfff9568c0f3443658153f3b53ac57336aaa2c9717fc35862110c0c370642,2,1,77.69,0.8997404044852213
train_00002.png,692aceacc4d1534baa3a5badd3054e7366d2005f18b078e57c8d57e15532719b,2,1,75.97,0.8957750676555452
train_00003.png,3e4248a2f774619ddd081e234a1cd2e890f9b209d634106ee5fe8d9cb526c4c2,0,1,172.66,0.934409405164246
train_00004.png,27c66b3122934f68c70d5b3a25436feaa5ca66e1371c72f7dea022f151d41e30,3,1,150.14,0.9510591755556566
train_00005.png,77ac19bae183ba6f0cf4337af7e6dee6152372dff1e6071d0cc98f842872a021,3,0,109.42,0.9451107754799094
train_00006.png,8691fddf2ebf032a271209446f9bf1975c789f81ef37b1aa1f20c63e67bf3e39,2,0,303.84,0.394538944401569
train_00007.png,bcb2666eb7f8d47cba1575bed73383c465bd1a1bb3d7d6be4893bf8abc9ad4bb,4,1,267.33,0.5209339123163307
train_00008.png,9dffd0868034ec7a1de80bd747cf41441bd3c7343d371cb6968dc2abaaea6f8f,3,1,356.73,0.4898985778673867
train_00009.png,81467dccf61cbb6409febe99a9aeba37963f8c46d2707d0a52d9807482acd0fa,3,0,177.07,0.9297616971386576
train_00010.png,b6fc7bb38b0eed34a0da3dbd358153a40c88e48955a1e3ceabfbbbbf2da46321,2,0,326.32,0.3969111837677759
train_00011.png,76ea507bd4812990d24667df8922281e57409bcdb9e217a697735b01b1f195f5,1,1,278.78,0.4662839978860608
train_00012.png,381e0cf99567a6e6e3a51060f250bfe026e124299d6de218d234134e9de77fb7,2,0,286.2,0.43636947729493025
train_00013.png,1ac017eef09fc7721c7e9e4c0f18c38a7e709418953e29fd1371088e8feef279,4,1,248.34,0.6377048334671662
train_00014.png,81a725f6b6eca71d144b75c3ac34c55f97ad721ba1ed3d6e6f30ff92cbf2fa5f,4,1,153.4,0.9478468286920847
train_00015.png,447cdcc9bc663768f96e710ddf395e2810ddeac1546a5aa06d888783d82192ff,1,0,277.36,0.4730514125964645
train_00016.png,f86ff699c31a3d736d6cdf6b5d9690e5d69e6c1b965f8bb0d2f8ec53cf505a29,3,0,283.31,0.4487386095009164
train_00017.png,c33e7d454cff1738227c6578f2450f35a1d7c94a215ad73c389f301c822c8996,4,0,289.09,0.4232956367263769
train_00018.png,3520b0e659df9284a5df958753239092d032ff50ef8a536a8590585378e095f4,4,0,354.6,0.47825838694530554
train_00019.png,64762108c3341e9dc7cf3e5f20fc7f8fc97004277dacb645e76a0e435a867404,4,0,265.65,0.5304502249783134
train_00020.png,759c5e3488ed063c8a5f31e84370049f57763ff2c433092fd3a734c54b11a626,3,0,106.18,0.9426778163732571
train_00021.png,feb43b6320287ec2241dd31a3a37e40d326e024a7b91fff1ccf152a9c3439268,2,1,132.16,0.9507184646681675
train_00022.png,8e8bc06471827f9b4d89801efb956ed0e94a93b71be775e47aa2e3d373093192,1,0,276.76,0.4759782095669165
train_00023.png,e3bc931a8b344249a4ef044a7e5e706b371a7a3c6293c92538f529199ab5234c,4,0,288.13,0.4264612689498188
train_00024.png,a17d48b77299a9fe18ffd280c1b66e1efb74a554adae7a51e751cbb71dd82aca,0,1,320.0,0.37851400678178326
train_00025.png,aa150407530eb030e259be24743350d291b3a42d5d7db0120bfcbc0ff59dbc47,1,1,140.59,0.9550468713554439
train_00026.png,2e42e6bdde6a9363dbd54f205bb34f8c6d5540de0f8d146b43d864e1cf04dbd3,2,0,289.84,0.4246202784556869
train_00027.png,6fdf3202ad353453c4779900b3cc68c70c04741b12affc4e8775ddaef866e1d2,3,1,70.81,0.8831856812958621
train_00028.png,a314616fa7549c067bea7676a0eae35ae635072768966e72d39ae4ab3dbcb084,0,0,331.15,0.3939762850021089
train_00029.png,926b7f4682fca88787b50066d9565fc08f58d27183a80bfab465a06cfb041ec9,1,0,278.81,0.46614346994927336
train_00030.png,349afb546f4ca3dc98d1e8da67c8ec6c856bf6d74d4a9ba953afa8a1024eeb7c,4,1,277.01,0.471130472358578
train_00031.png,7d6c6ba27cab735432121ff0654ee80e114ebd3556f032b2287b3ff553523329,2,1,177.89,0.923311554962467
train_00032.png,ad4092f2c2b01439c913fb13006f25d66e381e506b5382fc9b84102ec809f574,3,1,184.36,0.918724621383864
train_00033.png,fc158c29ed67df1f2ea06d60afbfb687eb55056ae04e3dbd18d874ecfa2d0db9,3,0,295.85,0.40789369594466024
train_00034.png,3483e504a6a74a3dfcb8e7958f6b75d2033384353e1fac31759cddfc07c55bbe,0,1,6.6,0.5436714574007672
train_00035.png,60f5604b0fdbe2656f24bfbfa9bafbbfc0dad862d12e6cc47b2b9521c5d69072,2,1,33.94,0.7205439581686485
train_00036.png,53bfbf4ce9016417b851159089153237c521fdf90ecb55c0e15b7d66db514cf8,1,0,312.04,0.37877609652627486
train_00037.png,7352be2750b867ac033cd60f855650fac04a1312581c2002436c2689d921f91e,1,0,253.09,0.616002094566733
train_00038.png,dfa37ba2fae32d6fda20b6711590652f38bea958a4451466b9c2b7c1d4e11ec0,2,0,344.03,0.44268008873183523
train_00039.png,1eb6e4c0ca6b65a98c81b6136ed18f283bf28ffacb77f3ddcd82ed38d2f5ecd6,4,0,161.59,0.9429634091210872
train_00040.png,73ea9e956de5cfff84616a70de9f5babb27ad8ec697295ed1ba2ae4b9de292c7,3,0,256.77,0.5905935935620275
train_00041.png,569d02edd82cbc8fb2ebb3e8abfd2c1b18b815750425dfde564aec141438fad7,3,0,285.28,0.4410475027635019
train_00042.png,fb776c3b3140f08c431e95d002eb51ed9ea0807ce1efc9c0332bc50ec9efdeaf,1,1,30.84,0.6928154027811747
train_00043.png,6e34a319cbb89cdb5222f6ebc5a1aedff649924964f53167ca17194281605a6b,1,1,296.16,0.4030753785670536
train_00044.png,9adc777a973500d6cf944621305561ae643b61ea98db251c3df5f94a22fbdbd5,4,1,19.58,0.6236620997428615
train_00045.png,7ef58c657a446e26fd77697687fe35c1cc097dc25e34e6c9842dbe91f16d9849,3,0,133.83,0.9536087747341611
train_00046.png,d2bab1edb92e00d42466e3b388710be76e95cf1bc7770561bc4cf5811e0d68c8,3,0,282.61,0.4515824492859653
train_00047.png,3a6c331866c38eb87bd21f8ea61b9088b0d35e25a1749ef9b00527ff541edebb,2,1,98.85,0.9337223000103156
train_00048.png,e33c4382448e8100c887c060d3d6510c078320ce9e2e177e6af2718e3c0ea883,4,1,46.78,0.7865490145189792
train_00049.png,67c3ea6ee8b7386cf62afe76a3b3ac2d62a11f11d2734f2750f98bdd6c3f2857,2,0,331.51,0.40633834549483516
